사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2019010100100213,2019년 1월 1일 15시,화요일,세종특별자치시 세종특별자치시 가람동,경상사고,0,0,1,0,차대사람 - 횡단중,중앙선침범,포장 - 건조,맑음,단일로 - 기타,화물,남,31세,상해없음,보행자,여,22세,경상
2019010200100334,2019년 1월 2일 17시,수요일,세종특별자치시 세종특별자치시 다정동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,14세,상해없음,승용,여,33세,경상
2019010300100327,2019년 1월 3일 16시,목요일,세종특별자치시 세종특별자치시 나성동,중상사고,0,1,0,0,차량단독 - 전도전복 - 전도,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,자전거,남,53세,중상,,,,
2019010300100346,2019년 1월 3일 17시,목요일,세종특별자치시 세종특별자치시 나성동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,59세,상해없음,승용,여,64세,경상
2019010300100501,2019년 1월 3일 22시,목요일,세종특별자치시 세종특별자치시 새롬동,중상사고,0,1,0,0,차대차 - 측면충돌,기타,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,17세,중상,승용,남,69세,상해없음
2019010400100430,2019년 1월 4일 19시,금요일,세종특별자치시 세종특별자치시 종촌동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,28세,상해없음,승합,남,43세,경상
2019010500100111,2019년 1월 5일 06시,토요일,세종특별자치시 세종특별자치시 반곡동,경상사고,0,0,1,0,차대사람 - 기타,기타,포장 - 건조,맑음,기타 - 기타,화물,남,64세,상해없음,보행자,남,20세,경상
2019010500100334,2019년 1월 5일 16시,토요일,세종특별자치시 세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,20세,상해없음,승용,남,25세,경상
2019010600100279,2019년 1월 6일 18시,일요일,세종특별자치시 세종특별자치시 한솔동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,이륜,남,37세,상해없음,보행자,여,18세,중상
2019010600100345,2019년 1월 6일 21시,일요일,세종특별자치시 세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 측면충돌,기타,포장 - 건조,맑음,교차로 - 교차로안,승합,남,41세,상해없음,승용,남,65세,경상
2019010700100171,2019년 1월 7일 10시,월요일,세종특별자치시 세종특별자치시 전동면,중상사고,0,1,0,0,차량단독 - 전도전복 - 전복,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,77세,중상,,,,
2019010700100374,2019년 1월 7일 17시,월요일,세종특별자치시 세종특별자치시 연서면,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,33세,상해없음,승용,남,51세,상해없음
2019010700100506,2019년 1월 7일 21시,월요일,세종특별자치시 세종특별자치시 대평동,중상사고,0,1,2,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,39세,상해없음,승용,여,56세,경상
2019010800100117,2019년 1월 8일 08시,화요일,세종특별자치시 세종특별자치시 고운동,경상사고,0,0,1,0,차대차 - 측면충돌,중앙선침범,포장 - 건조,맑음,단일로 - 기타,승용,남,58세,상해없음,승용,여,43세,경상
2019010800100118,2019년 1월 8일 08시,화요일,세종특별자치시 세종특별자치시 반곡동,중상사고,0,1,2,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,57세,상해없음,승용,여,32세,중상
2019010900100222,2019년 1월 9일 12시,수요일,세종특별자치시 세종특별자치시 소담동,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,41세,상해없음,승용,남,70세,경상
2019010900100223,2019년 1월 9일 12시,수요일,세종특별자치시 세종특별자치시 종촌동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,42세,상해없음,이륜,남,40세,경상
2019010900100337,2019년 1월 9일 16시,수요일,세종특별자치시 세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,26세,상해없음,승용,여,55세,기타불명
2019010900100535,2019년 1월 9일 22시,수요일,세종특별자치시 세종특별자치시 조치원읍,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 교량,승용,남,38세,상해없음,승용,남,24세,경상
2019011000100222,2019년 1월 10일 13시,목요일,세종특별자치시 세종특별자치시 어진동,경상사고,0,0,2,0,차대차 - 기타,직진우회전진행방해,포장 - 건조,맑음,교차로 - 교차로안,승용,여,36세,상해없음,승용,여,39세,경상
2019011000100449,2019년 1월 10일 19시,목요일,세종특별자치시 세종특별자치시 조치원읍,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,42세,상해없음,보행자,여,41세,경상
2019011100100036,2019년 1월 11일 00시,금요일,세종특별자치시 세종특별자치시 연기면,부상신고사고,0,0,0,1,차량단독 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,24세,상해없음,,,,
2019011100100144,2019년 1월 11일 08시,금요일,세종특별자치시 세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 기타,직진우회전진행방해,포장 - 건조,맑음,교차로 - 교차로안,승용,남,31세,상해없음,건설기계,남,43세,경상
2019011100100320,2019년 1월 11일 14시,금요일,세종특별자치시 세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,46세,상해없음,승용,남,37세,경상
2019011100100401,2019년 1월 11일 17시,금요일,세종특별자치시 세종특별자치시 가람동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 지하차도(도로)내,화물,남,43세,상해없음,승용,여,32세,경상
2019011200100126,2019년 1월 12일 06시,토요일,세종특별자치시 세종특별자치시 어진동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,33세,상해없음,승용,남,39세,경상
2019011200100349,2019년 1월 12일 16시,토요일,세종특별자치시 세종특별자치시 대평동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,28세,상해없음,승용,여,37세,경상
2019011200100413,2019년 1월 12일 18시,토요일,세종특별자치시 세종특별자치시 조치원읍,경상사고,0,0,2,0,차대차 - 기타,교차로운행방법위반,포장 - 건조,흐림,교차로 - 교차로안,승용,남,48세,상해없음,승용,남,41세,경상
2019011400100030,2019년 1월 14일 00시,월요일,세종특별자치시 세종특별자치시 장군면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,43세,상해없음,승용,여,50세,경상
2019011400100063,2019년 1월 14일 04시,월요일,세종특별자치시 세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,화물,남,54세,상해없음,승용,남,37세,경상
2019011400100486,2019년 1월 14일 19시,월요일,세종특별자치시 세종특별자치시 장군면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,55세,상해없음,승용,남,32세,경상
2019011500100025,2019년 1월 15일 01시,화요일,세종특별자치시 세종특별자치시 금남면,경상사고,0,0,1,0,차대차 - 정면충돌,중앙선침범,포장 - 건조,맑음,단일로 - 기타,승용,남,42세,상해없음,승용,남,39세,경상
2019011500100113,2019년 1월 15일 08시,화요일,세종특별자치시 세종특별자치시 소담동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승합,남,65세,상해없음,승용,남,36세,경상
2019011500100387,2019년 1월 15일 18시,화요일,세종특별자치시 세종특별자치시 소정면,중상사고,0,1,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,화물,남,62세,상해없음,승용,여,30세,경상
2019011500100388,2019년 1월 15일 18시,화요일,세종특별자치시 세종특별자치시 장군면,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,38세,상해없음,승용,남,43세,경상
2019011500100465,2019년 1월 15일 20시,화요일,세종특별자치시 세종특별자치시 고운동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,67세,상해없음,승용,여,38세,경상
2019011700100172,2019년 1월 17일 10시,목요일,세종특별자치시 세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,화물,남,65세,상해없음,승용,여,23세,경상
2019011700100322,2019년 1월 17일 15시,목요일,세종특별자치시 세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,이륜,남,24세,경상,승용,여,49세,기타불명
2019011700100511,2019년 1월 17일 20시,목요일,세종특별자치시 세종특별자치시 새롬동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,52세,상해없음,승용,남,46세,경상
2019011800100125,2019년 1월 18일 08시,금요일,세종특별자치시 세종특별자치시 연기면,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,63세,상해없음,승용,여,62세,경상
2019011800100259,2019년 1월 18일 12시,금요일,세종특별자치시 세종특별자치시 부강면,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 교량,승용,남,27세,상해없음,승용,여,43세,경상
2019011900100033,2019년 1월 19일 01시,토요일,세종특별자치시 세종특별자치시 도담동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,27세,상해없음,승용,남,60세,경상
2019011900100507,2019년 1월 19일 23시,토요일,세종특별자치시 세종특별자치시 연서면,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,43세,상해없음,승용,남,30세,경상
2019012000100086,2019년 1월 20일 04시,일요일,세종특별자치시 세종특별자치시 어진동,부상신고사고,0,0,0,1,차량단독 - 공작물충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,27세,부상신고,,,,
2019012000100375,2019년 1월 20일 19시,일요일,세종특별자치시 세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,41세,상해없음,이륜,남,37세,경상
2019012100100050,2019년 1월 21일 05시,월요일,세종특별자치시 세종특별자치시 전의면,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,흐림,교차로 - 교차로안,화물,남,50세,상해없음,사륜오토바이(ATV),남,63세,중상
2019012100100250,2019년 1월 21일 13시,월요일,세종특별자치시 세종특별자치시 보람동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,47세,상해없음,승용,여,31세,경상
2019012100100340,2019년 1월 21일 16시,월요일,세종특별자치시 세종특별자치시 종촌동,경상사고,0,0,1,0,차량단독 - 전도전복 - 전도,안전운전불이행,포장 - 건조,맑음,단일로 - 터널,화물,남,33세,경상,,,,
2019012100100459,2019년 1월 21일 19시,월요일,세종특별자치시 세종특별자치시 연기면,중상사고,0,2,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,33세,상해없음,승용,남,59세,경상
2019012300100108,2019년 1월 23일 07시,수요일,세종특별자치시 세종특별자치시 부강면,중상사고,0,1,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,63세,상해없음,승용,남,30세,경상
2019012300100138,2019년 1월 23일 08시,수요일,세종특별자치시 세종특별자치시 도담동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,53세,상해없음,승용,여,26세,경상
2019012300100333,2019년 1월 23일 15시,수요일,세종특별자치시 세종특별자치시 종촌동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,29세,상해없음,승용,여,39세,경상
2019012300100464,2019년 1월 23일 19시,수요일,세종특별자치시 세종특별자치시 금남면,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,44세,상해없음,보행자,남,63세,경상
2019012500100332,2019년 1월 25일 15시,금요일,세종특별자치시 세종특별자치시 아름동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,기타불명,남,35세,상해없음,자전거,남,9세,중상
2019012600100109,2019년 1월 26일 07시,토요일,세종특별자치시 세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 교량,화물,남,65세,상해없음,승용,여,54세,경상
2019012600100263,2019년 1월 26일 13시,토요일,세종특별자치시 세종특별자치시 어진동,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,64세,상해없음,승용,여,48세,경상
2019012800100058,2019년 1월 28일 05시,월요일,세종특별자치시 세종특별자치시 전의면,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,59세,경상,건설기계,남,45세,상해없음
2019012800100437,2019년 1월 28일 15시,월요일,세종특별자치시 세종특별자치시 부강면,중상사고,0,1,0,0,차대차 - 기타,기타,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,29세,상해없음,이륜,남,73세,중상
2019012800100677,2019년 1월 28일 23시,월요일,세종특별자치시 세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,43세,상해없음,승합,남,42세,경상
2019012800100678,2019년 1월 28일 23시,월요일,세종특별자치시 세종특별자치시 고운동,경상사고,0,0,2,0,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,55세,상해없음,승용,남,44세,경상
2019012900100359,2019년 1월 29일 16시,화요일,세종특별자치시 세종특별자치시 조치원읍,중상사고,0,2,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,이륜,남,88세,중상,승용,남,52세,상해없음
2019013000100197,2019년 1월 30일 11시,수요일,세종특별자치시 세종특별자치시 조치원읍,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,이륜,여,79세,중상,승용,여,42세,상해없음
2019013000100543,2019년 1월 30일 21시,수요일,세종특별자치시 세종특별자치시 나성동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,28세,상해없음,승용,남,34세,경상
2019013100100110,2019년 1월 31일 07시,목요일,세종특별자치시 세종특별자치시 종촌동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,45세,상해없음,승용,남,40세,경상
2019013100100346,2019년 1월 31일 15시,목요일,세종특별자치시 세종특별자치시 고운동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,46세,상해없음,자전거,남,9세,경상
2019013100100453,2019년 1월 31일 18시,목요일,세종특별자치시 세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 정면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,44세,상해없음,이륜,남,51세,경상
2019020100100330,2019년 2월 1일 14시,금요일,세종특별자치시 세종특별자치시 연서면,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,38세,상해없음,승용,남,60세,경상
2019020100100331,2019년 2월 1일 14시,금요일,세종특별자치시 세종특별자치시 조치원읍,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,보행자,여,57세,경상
2019020100100332,2019년 2월 1일 14시,금요일,세종특별자치시 세종특별자치시 조치원읍,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,보행자,여,57세,경상
2019020100100431,2019년 2월 1일 16시,금요일,세종특별자치시 세종특별자치시 도담동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,흐림,기타 - 기타,승용,남,34세,기타불명,보행자,남,55세,경상
2019020200100389,2019년 2월 2일 16시,토요일,세종특별자치시 세종특별자치시 새롬동,경상사고,0,0,1,0,차대차 - 측면충돌,중앙선침범,포장 - 건조,맑음,단일로 - 기타,승용,여,57세,상해없음,승용,남,35세,경상
2019020300100087,2019년 2월 3일 03시,일요일,세종특별자치시 세종특별자치시 도담동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 젖음/습기,비,교차로 - 교차로안,승합,남,56세,상해없음,승용,남,41세,경상
2019020300100178,2019년 2월 3일 10시,일요일,세종특별자치시 세종특별자치시 보람동,경상사고,0,0,2,0,차대차 - 정면충돌,신호위반,포장 - 젖음/습기,비,교차로 - 교차로안,승용,여,68세,상해없음,승용,남,54세,경상
2019020300100372,2019년 2월 3일 18시,일요일,세종특별자치시 세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 젖음/습기,흐림,교차로 - 교차로부근,승용,남,33세,상해없음,승용,남,25세,경상
2019020400100173,2019년 2월 4일 13시,월요일,세종특별자치시 세종특별자치시 연동면,경상사고,0,0,3,0,차대차 - 측면충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,26세,상해없음,승용,남,46세,상해없음
2019020400100202,2019년 2월 4일 14시,월요일,세종특별자치시 세종특별자치시 조치원읍,중상사고,0,1,1,0,차대차 - 후진중충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,60세,상해없음,승용,여,31세,경상
2019020400100339,2019년 2월 4일 21시,월요일,세종특별자치시 세종특별자치시 조치원읍,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,24세,상해없음,승용,남,29세,경상
2019020700100500,2019년 2월 7일 21시,목요일,세종특별자치시 세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,31세,상해없음,이륜,남,37세,경상
2019020700100535,2019년 2월 7일 23시,목요일,세종특별자치시 세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,26세,상해없음,승용,남,49세,경상
2019020800100442,2019년 2월 8일 20시,금요일,세종특별자치시 세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,35세,상해없음,승합,남,60세,경상
2019020900100039,2019년 2월 9일 01시,토요일,세종특별자치시 세종특별자치시 금남면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,31세,상해없음,승용,여,46세,경상
2019020900100200,2019년 2월 9일 12시,토요일,세종특별자치시 세종특별자치시 전의면,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,63세,상해없음,보행자,여,65세,경상
2019021200100082,2019년 2월 12일 07시,화요일,세종특별자치시 세종특별자치시 대평동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,65세,상해없음,자전거,남,58세,경상
2019021200100107,2019년 2월 12일 08시,화요일,세종특별자치시 세종특별자치시 소담동,경상사고,0,0,13,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,기타 - 기타,승용,남,65세,상해없음,승합,남,59세,경상
2019021200100416,2019년 2월 12일 18시,화요일,세종특별자치시 세종특별자치시 소담동,경상사고,0,0,1,0,차대사람 - 횡단중,기타,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,50세,상해없음,보행자,남,7세,경상
2019021300100047,2019년 2월 13일 01시,수요일,세종특별자치시 세종특별자치시 조치원읍,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,31세,상해없음,자전거,남,80세,중상
2019021300100180,2019년 2월 13일 10시,수요일,세종특별자치시 세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,61세,상해없음,자전거,남,44세,경상
2019021300100359,2019년 2월 13일 16시,수요일,세종특별자치시 세종특별자치시 조치원읍,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,40세,상해없음,보행자,남,19세,경상
2019021400100202,2019년 2월 14일 11시,목요일,세종특별자치시 세종특별자치시 다정동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,건설기계,남,58세,상해없음,화물,여,62세,경상
2019021400100318,2019년 2월 14일 15시,목요일,세종특별자치시 세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,33세,상해없음,이륜,남,67세,경상
2019021500100023,2019년 2월 15일 00시,금요일,세종특별자치시 세종특별자치시 나성동,경상사고,0,0,1,0,차대차 - 측면충돌,중앙선침범,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,21세,상해없음,승용,남,60세,경상
2019021500100117,2019년 2월 15일 07시,금요일,세종특별자치시 세종특별자치시 대평동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,33세,상해없음,승용,남,38세,경상
2019021500100174,2019년 2월 15일 08시,금요일,세종특별자치시 세종특별자치시 소담동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,26세,상해없음,보행자,여,71세,중상
2019021500100330,2019년 2월 15일 13시,금요일,세종특별자치시 세종특별자치시 소정면,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,59세,상해없음,승용,남,71세,경상
2019021500100508,2019년 2월 15일 18시,금요일,세종특별자치시 세종특별자치시 금남면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,63세,상해없음,승용,여,23세,경상
2019021500100611,2019년 2월 15일 20시,금요일,세종특별자치시 세종특별자치시 종촌동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 젖음/습기,맑음,기타 - 기타,승용,남,62세,상해없음,승용,남,31세,경상
2019021600100120,2019년 2월 16일 08시,토요일,세종특별자치시 세종특별자치시 부강면,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 적설,눈,기타 - 기타,화물,남,46세,경상,화물,남,55세,경상
2019021600100121,2019년 2월 16일 08시,토요일,세종특별자치시 세종특별자치시 부강면,경상사고,0,0,2,0,차대사람 - 기타,안전운전불이행,포장 - 서리/결빙,눈,단일로 - 기타,승용,남,40세,상해없음,보행자,여,44세,경상
2019021600100160,2019년 2월 16일 10시,토요일,세종특별자치시 세종특별자치시 아름동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,43세,상해없음,승용,남,43세,경상
2019021600100257,2019년 2월 16일 13시,토요일,세종특별자치시 세종특별자치시 반곡동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,건설기계,남,50세,상해없음,승용,남,51세,경상
2019021700100092,2019년 2월 17일 04시,일요일,세종특별자치시 세종특별자치시 나성동,중상사고,0,1,2,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,23세,상해없음,승용,여,42세,중상
2019021800100136,2019년 2월 18일 08시,월요일,세종특별자치시 세종특별자치시 조치원읍,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,50세,상해없음,보행자,여,66세,경상
2019021800100380,2019년 2월 18일 17시,월요일,세종특별자치시 세종특별자치시 보람동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,51세,상해없음,보행자,여,11세,중상
2019021800100538,2019년 2월 18일 22시,월요일,세종특별자치시 세종특별자치시 금남면,중상사고,0,1,0,0,차대차 - 측면충돌,기타,포장 - 젖음/습기,비,단일로 - 기타,화물,남,35세,상해없음,승용,남,49세,중상
2019021900100054,2019년 2월 19일 02시,화요일,세종특별자치시 세종특별자치시 나성동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 젖음/습기,비,교차로 - 교차로안,승용,남,46세,상해없음,승용,여,20세,경상
2019021900100080,2019년 2월 19일 05시,화요일,세종특별자치시 세종특별자치시 금남면,경상사고,0,0,1,0,차량단독 - 공작물충돌,안전운전불이행,포장 - 젖음/습기,비,기타 - 기타,승용,남,27세,경상,,,,
2019021900100453,2019년 2월 19일 19시,화요일,세종특별자치시 세종특별자치시 어진동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,42세,상해없음,승용,여,46세,경상
2019022000100141,2019년 2월 20일 09시,수요일,세종특별자치시 세종특별자치시 새롬동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,42세,상해없음,자전거,여,59세,경상
2019022000100167,2019년 2월 20일 10시,수요일,세종특별자치시 세종특별자치시 나성동,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,여,58세,상해없음,승용,남,32세,경상
2019022000100406,2019년 2월 20일 18시,수요일,세종특별자치시 세종특별자치시 종촌동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,53세,상해없음,자전거,남,10세,부상신고
2019022200100138,2019년 2월 22일 08시,금요일,세종특별자치시 세종특별자치시 연동면,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,62세,상해없음,승용,남,31세,경상
2019022200100160,2019년 2월 22일 09시,금요일,세종특별자치시 세종특별자치시 금남면,중상사고,0,1,0,0,차량단독 - 공작물충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,37세,상해없음,,,,
